id,Biashara,Burudani,Kimataifa,Kitaifa,michezo
ae3baa6c34aa523fd2aa4de3c89448efff922311,0.3484609324965516,0.8679054157174714,0.7691751988754668,1.0824268751271016,0.5320315777834083
c4ee26a3ade8064a2ec494996e836900fd32dd8e,0.04764670035646035,0.708072183474297,0.7314905916462708,1.753992764539864,0.35879775998310753
58aee3aa1d94554ff57e6a053dbd60658e4890ff,0.041941253854883474,0.6638855951152781,0.2012601661721257,0.1505937198346048,2.5423192650231075
00579c2307b5c11003d21c40c3ecff5e922c3fd8,1.0745784679655286,0.8289932220357943,0.48626184580698867,0.6534406789104504,0.5567257852812383
c83e9738ae5d1790ee85b99863deb734e7614c52,0.1879282447959657,0.7860931020103489,0.558814776169043,1.7797536674805856,0.2874102095440563
72239f6ee95fc60332e5551aa9210cb7a412cd08,0.3035894783820882,1.0122114631160655,1.5284622275042332,0.371153847658745,0.38458298333886864
d3dd1bc9e20cb888169900832b4c67546c6a0a4b,0.883070546922875,0.8053863047184872,0.778205578628153,0.5642439442264194,0.5690936255040654
a8abcecf7e3e2922cdc49468b3f369f2ea295377,0.7995560536055268,0.7138267755097022,0.39319470148562563,1.1809181826206725,0.5125042867784733
d4869bffbe66a36d9ff5e4e32e2f8b36d8f399e6,0.012751790204014443,0.8115953415045326,0.1330764812100306,0.0467914045103022,2.59578498257112
feed09e13586d12139cd59bc20996a4d29706606,0.023834586483402257,0.6227146632276924,0.20287643581706424,0.10379242377627794,2.646781890695563
fc280ce20d6b5d89f549c0487e855bced7e2b6e8,0.03943462055745727,0.6294429335326114,0.2927868526877446,0.2540599036512489,2.384275689570938
de431a8b564be15671a1bb420f9c90885d96fa5f,0.11507658051010575,0.8541780198978887,0.9541647711750345,1.1443768795853029,0.5322037488316678
018effc3b6ce812c825fb01d244f4b849658ef3c,0.009527456414527173,0.6032344596985089,0.17666299371751454,0.027692558138331064,2.7828825320311186
46d17d2861e55a2d3a7dc177936d3ab6cd60812e,0.137168684536986,0.8492797251487637,1.0205920339440322,1.0209703133884362,0.5719892429817817
4fc0752c514347b8d2143130e12894fc9dc29341,0.04091896552253799,0.8038359529855038,0.18783939177608727,0.3038577440893251,2.2635479456265464
d598392e86af429cedd649dd7ef994031e6e58d7,0.6330242206550238,0.852298336779595,0.5262691151004483,1.1828786244772411,0.40552970298769175
5732dbb50d3e1063ee48700c04b4ecd8164ed3b9,0.38414695352109834,0.8364208149003829,0.8257397177419223,0.9581083449626595,0.5955841688739373
8e09bf48158e6e3f1895bedab209af94422a38d7,1.1772372041134935,0.8067507071210082,0.38696677147619557,0.6225630063589519,0.6064823109303507
727432189a618542e8c5f0279d02042fbf38627e,0.0620354098823124,0.726139042133303,0.9031050525645394,1.3599022432784666,0.5488182521413788
da5e2fc2250ded2e30b7f4d7cb4602575cfd60b8,0.19306683938763158,0.8698421860977118,1.3806022023506093,0.7979063329655567,0.3585824391984903
de6fc0c6a7b8daae7c6367a623b538ab0db67ec3,0.11207325034537136,0.7367453430383918,0.47115324245226936,1.8364383491891658,0.4435898149748022
8925998973a33a0580f4b36f6249793330e00448,0.5248423327606483,0.9106566222307064,0.4954318996661079,1.0900306048642205,0.5790385404783167
2ea80316710f886c245ae2e2d45915567e548c7c,0.7396687416067046,0.7632986984333763,0.3465180196363563,1.2580307651682294,0.4924837751553332
d40b1b5d1d86c0923195cefdac86c4151418674d,0.3361118558778986,0.8930678986696022,0.9037230651945862,0.9873157687333035,0.47978141152460946
5cbeb23ec37cd92586317894971a58371c66dd5e,0.18897829634420543,0.9134914852672829,1.6200142944883897,0.5246086920015709,0.352907231898551
1d7c293d74195e673ba22ac413866beec98ca7ba,0.0959322710650405,0.7774888481579989,0.5355590567746751,0.2756254513378887,1.9153943726643967
c084633acbddaa388df517640ec629295f8876a3,0.04331819483413836,0.617887895882166,0.26516197099975797,0.11799317799506082,2.555638760288877
5369aaeedb5bc24f9ef3f1bc3030397a5eee1ba4,0.17943015806350987,0.8175602797982078,0.5601806557082484,1.5763343686465758,0.4664945377834584
8ebd13d8cc5bf38e26fba6b558a3ebb6e425ac5a,0.8337964485542696,0.8721795904102451,0.24600287331078338,1.0082160821044637,0.6398050056202386
b0f3bc798d6c3c45dc72a428d2cd9314697bb844,0.05762504460870268,0.6884194953867881,0.3739420539440784,0.20138468435032877,2.278628721710102
4df59854dd007fb1ab530e4f2c592afbaa6c89e2,0.6773930722023287,0.7669318776662393,1.0994179242395754,0.47621504246282964,0.5800420834290267
7df19dbbe38fc64abb38dbf77823f33eff95a0ff,0.008782216773158309,0.6014356825190325,0.17203398588280788,0.03095272893902762,2.786795385885974
745d2597fff1e7faed78b9bfe5fd7078b2e8ae76,0.06731489501416607,0.6597967606633417,0.6217377555950848,1.8737378683732278,0.37741272035417933
7ef98c43fe16c30a6ccc0740ea9125f15bca547d,0.04728502070966865,0.6254100861948786,0.20238579443141985,0.13750453072279895,2.5874145679412344
617227c2d4b80a8f4c20b82535aac34dfadcfa17,0.24344152678085543,1.3637244111823257,0.2088339867758017,0.6830200184837313,1.1009800567772858
ce8a1578c0eb95557e98c1a651c5c054cd7c2765,0.03328696550505157,0.6135386731412227,0.21123079517092988,0.10660864612035262,2.6353349200624434
4c92d992f539b1c7935a2ad8919ea143ec457bd5,1.0135906264253955,0.849761312116995,0.2921197906011671,0.8460264799176676,0.5985017909387743
e4b930664b4ddd4edc29b4c467ab1d5b7a18a3da,1.1311608352836682,0.775361763315455,0.21473681577665346,0.6499133105446957,0.8288272750795277
6e21bfa733cef237f87765595749641afce188eb,0.04333381804108026,0.6278211640053005,0.19874623324116542,0.11144060636860927,2.6186581783438445
fb8af0fb2929fd10c1618b398351b3f3f20a2e0b,0.2523729066660249,0.7626001565063171,0.14176852622717298,2.0374163322300967,0.4058420783703883
acf29144dcee2f39efefc957007b08ce509481b4,0.00937267985548242,0.5939214661876561,0.18344994614441765,0.07616024609065809,2.7370956617217854
